date,hour,cars_present
2022-09-04,13,60
2022-09-04,14,63
2022-09-04,15,63
2022-09-04,16,67
2022-09-04,17,70
2022-09-04,18,71
2022-09-04,19,74
2022-09-04,20,74
2022-09-04,21,65
2022-09-04,22,58
2022-09-04,23,58
2022-09-05,0,56
2022-09-05,1,59
2022-09-05,2,59
2022-09-05,3,63
2022-09-05,4,59
2022-09-05,5,56
2022-09-05,6,58
2022-09-05,7,59
2022-09-05,8,57
2022-09-05,9,63
2022-09-05,10,56
2022-09-05,11,57
2022-09-05,12,53
2022-09-05,13,46
2022-09-05,14,49
2022-09-05,15,42
2022-09-05,16,45
2022-09-05,17,48
2022-09-05,18,43
2022-09-05,19,44
2022-09-05,20,53
2022-09-05,21,52
2022-09-05,22,49
2022-09-05,23,54
2022-09-06,0,53
2022-09-06,1,53
2022-09-06,2,46
2022-09-06,3,47
2022-09-06,4,48
2022-09-06,5,49
2022-09-06,6,49
2022-09-06,7,47
2022-09-06,8,38
2022-09-06,9,40
2022-09-06,10,40
2022-09-06,11,46
2022-09-06,12,50
2022-09-06,13,45
2022-09-06,14,48
2022-09-06,15,47
2022-09-06,16,50
2022-09-06,17,56
2022-09-06,18,54
2022-09-06,19,61
2022-09-06,20,54
2022-09-06,21,61
2022-09-06,22,64
2022-09-06,23,64
2022-09-07,0,61
2022-09-07,1,57
2022-09-07,2,61
2022-09-07,3,55
2022-09-07,4,54
2022-09-07,5,59
2022-09-07,6,66
2022-09-07,7,68
2022-09-07,8,70
2022-09-07,9,76
2022-09-07,10,76
2022-09-07,11,72
2022-09-07,12,70
2022-09-07,13,77
2022-09-07,14,70
2022-09-07,15,60
2022-09-07,16,57
2022-09-07,17,60
2022-09-07,18,65
2022-09-07,19,67
2022-09-07,20,65
2022-09-07,21,67
2022-09-07,22,57
2022-09-07,23,63
2022-09-08,0,68
2022-09-08,1,64
2022-09-08,2,60
2022-09-08,3,54
2022-09-08,4,57
2022-09-08,5,52
2022-09-08,6,53
2022-09-08,7,52
2022-09-08,8,57
2022-09-08,9,56
2022-09-08,10,51
2022-09-08,11,50
2022-09-08,12,51
2022-09-08,13,57
2022-09-08,14,50
2022-09-08,15,56
2022-09-08,16,54
2022-09-08,17,52
2022-09-08,18,49
2022-09-08,19,43
2022-09-08,20,51
2022-09-08,21,54
2022-09-08,22,55
2022-09-08,23,54
2022-09-09,0,46
2022-09-09,1,49
2022-09-09,2,52
2022-09-09,3,52
2022-09-09,4,63
2022-09-09,5,61
2022-09-09,6,59
2022-09-09,7,52
2022-09-09,8,56
2022-09-09,9,57
2022-09-09,10,61
2022-09-09,11,62
2022-09-09,12,61
2022-09-09,13,60
2022-09-09,14,66
2022-09-09,15,63
2022-09-09,16,57
2022-09-09,17,60
2022-09-09,18,63
2022-09-09,19,58
2022-09-09,20,62
2022-09-09,21,60
2022-09-09,22,62
2022-09-09,23,61
2022-09-10,0,58
2022-09-10,1,60
2022-09-10,2,60
2022-09-10,3,50
2022-09-10,4,53
2022-09-10,5,58
2022-09-10,6,66
2022-09-10,7,62
2022-09-10,8,61
2022-09-10,9,68
2022-09-10,10,68
2022-09-10,11,68
2022-09-10,12,64
2022-09-10,13,56
2022-09-10,14,57
2022-09-10,15,64
2022-09-10,16,60
2022-09-10,17,60
2022-09-10,18,60
2022-09-10,19,53
2022-09-10,20,55
2022-09-10,21,55
2022-09-10,22,61
2022-09-10,23,61
2022-09-11,0,61
2022-09-11,1,60
2022-09-11,2,56
2022-09-11,3,58
2022-09-11,4,56
2022-09-11,5,56
2022-09-11,6,55
2022-09-11,7,54
2022-09-11,8,59
2022-09-11,9,62
2022-09-11,10,65
2022-09-11,11,66
2022-09-11,12,64
2022-09-11,13,58
2022-09-11,14,59
2022-09-11,15,57
2022-09-11,16,64
2022-09-11,17,69
2022-09-11,18,76
2022-09-11,19,67
2022-09-11,20,64
2022-09-11,21,63
2022-09-11,22,59
2022-09-11,23,56
2022-09-12,0,58
2022-09-12,1,58
2022-09-12,2,56
2022-09-12,3,52
2022-09-12,4,52
2022-09-12,5,54
2022-09-12,6,59
2022-09-12,7,58
2022-09-12,8,57
2022-09-12,9,58
2022-09-12,10,59
2022-09-12,11,66
2022-09-12,12,70
2022-09-12,13,70
2022-09-12,14,71
2022-09-12,15,69
2022-09-12,16,62
2022-09-12,17,62
2022-09-12,18,67
2022-09-12,19,62
2022-09-12,20,64
2022-09-12,21,64
2022-09-12,22,66
2022-09-12,23,61
2022-09-13,0,61
2022-09-13,1,59
2022-09-13,2,57
2022-09-13,3,53
2022-09-13,4,50
2022-09-13,5,55
2022-09-13,6,57
2022-09-13,7,62
2022-09-13,8,62
2022-09-13,9,65
2022-09-13,10,63
2022-09-13,11,70
2022-09-13,12,65
2022-09-13,13,63
2022-09-13,14,64
2022-09-13,15,60
2022-09-13,16,55
2022-09-13,17,45
2022-09-13,18,47
2022-09-13,19,51
2022-09-13,20,53
2022-09-13,21,55
2022-09-13,22,63
2022-09-13,23,70
2022-09-14,0,70
2022-09-14,1,68
2022-09-14,2,69
2022-09-14,3,67
2022-09-14,4,64
2022-09-14,5,70
2022-09-14,6,55
2022-09-14,7,61
2022-09-14,8,66
2022-09-14,9,64
2022-09-14,10,59
2022-09-14,11,59
2022-09-14,12,60
2022-09-14,13,56
2022-09-14,14,55
2022-09-14,15,60
2022-09-14,16,57
2022-09-14,17,60
2022-09-14,18,58
2022-09-14,19,54
2022-09-14,20,60
2022-09-14,21,59
2022-09-14,22,69
2022-09-14,23,63
2022-09-15,0,63
2022-09-15,1,58
2022-09-15,2,54
2022-09-15,3,60
2022-09-15,4,60
2022-09-15,5,56
2022-09-15,6,54
2022-09-15,7,57
2022-09-15,8,53
2022-09-15,9,44
2022-09-15,10,41
2022-09-15,11,44
2022-09-15,12,46
2022-09-15,13,44
2022-09-15,14,52
2022-09-15,15,51
2022-09-15,16,51
2022-09-15,17,40
2022-09-15,18,46
2022-09-15,19,46
2022-09-15,20,43
2022-09-15,21,47
2022-09-15,22,53
2022-09-15,23,55
2022-09-16,0,57
2022-09-16,1,51
2022-09-16,2,36
2022-09-16,3,31
2022-09-16,4,25
2022-09-16,5,20
2022-09-16,6,16
2022-09-16,7,11
2022-09-16,8,4
2022-09-16,9,2
2023-08-15,1,10
2023-08-15,2,20
2023-08-15,3,29
2023-08-15,4,40
2023-08-15,5,41
2023-08-15,6,43
2023-08-15,7,45
2023-08-15,8,53
2023-08-15,9,51
2023-08-15,10,58
2023-08-15,11,59
2023-08-15,12,58
2023-08-15,13,53
2023-08-15,14,56
2023-08-15,15,57
2023-08-15,16,60
2023-08-15,17,62
2023-08-15,18,60
2023-08-15,19,57
2023-08-15,20,53
2023-08-15,21,52
2023-08-15,22,51
2023-08-15,23,62
2023-08-16,0,63
2023-08-16,1,71
2023-08-16,2,69
2023-08-16,3,72
2023-08-16,4,64
2023-08-16,5,58
2023-08-16,6,60
2023-08-16,7,57
2023-08-16,8,56
2023-08-16,9,59
2023-08-16,10,58
2023-08-16,11,53
2023-08-16,12,54
2023-08-16,13,58
2023-08-16,14,63
2023-08-16,15,60
2023-08-16,16,56
2023-08-16,17,53
2023-08-16,18,50
2023-08-16,19,54
2023-08-16,20,48
2023-08-16,21,50
2023-08-16,22,42
2023-08-16,23,42
2023-08-17,0,44
2023-08-17,1,49
2023-08-17,2,48
2023-08-17,3,55
2023-08-17,4,58
2023-08-17,5,58
2023-08-17,6,57
2023-08-17,7,55
2023-08-17,8,54
2023-08-17,9,57
2023-08-17,10,62
2023-08-17,11,61
2023-08-17,12,61
2023-08-17,13,59
2023-08-17,14,62
2023-08-17,15,66
2023-08-17,16,65
2023-08-17,17,69
2023-08-17,18,67
2023-08-17,19,62
2023-08-17,20,64
2023-08-17,21,62
2023-08-17,22,53
2023-08-17,23,51
2023-08-18,0,48
2023-08-18,1,53
2023-08-18,2,50
2023-08-18,3,50
2023-08-18,4,54
2023-08-18,5,60
2023-08-18,6,56
2023-08-18,7,66
2023-08-18,8,66
2023-08-18,9,64
2023-08-18,10,63
2023-08-18,11,60
2023-08-18,12,61
2023-08-18,13,63
2023-08-18,14,67
2023-08-18,15,67
2023-08-18,16,78
2023-08-18,17,72
2023-08-18,18,70
2023-08-18,19,66
2023-08-18,20,57
2023-08-18,21,56
2023-08-18,22,61
2023-08-18,23,66
2023-08-19,0,78
2023-08-19,1,65
2023-08-19,2,60
2023-08-19,3,59
2023-08-19,4,56
2023-08-19,5,60
2023-08-19,6,61
2023-08-19,7,60
2023-08-19,8,53
2023-08-19,9,55
2023-08-19,10,54
2023-08-19,11,56
2023-08-19,12,64
2023-08-19,13,68
2023-08-19,14,66
2023-08-19,15,69
2023-08-19,16,65
2023-08-19,17,67
2023-08-19,18,66
2023-08-19,19,61
2023-08-19,20,67
2023-08-19,21,61
2023-08-19,22,58
2023-08-19,23,58
2023-08-20,0,66
2023-08-20,1,64
2023-08-20,2,60
2023-08-20,3,55
2023-08-20,4,49
2023-08-20,5,54
2023-08-20,6,53
2023-08-20,7,55
2023-08-20,8,47
2023-08-20,9,56
2023-08-20,10,60
2023-08-20,11,61
2023-08-20,12,64
2023-08-20,13,67
2023-08-20,14,56
2023-08-20,15,58
2023-08-20,16,61
2023-08-20,17,63
2023-08-20,18,63
2023-08-20,19,54
2023-08-20,20,49
2023-08-20,21,45
2023-08-20,22,51
2023-08-20,23,46
2023-08-21,0,53
2023-08-21,1,55
2023-08-21,2,48
2023-08-21,3,51
2023-08-21,4,59
2023-08-21,5,57
2023-08-21,6,61
2023-08-21,7,59
2023-08-21,8,61
2023-08-21,9,59
2023-08-21,10,65
2023-08-21,11,65
2023-08-21,12,60
2023-08-21,13,64
2023-08-21,14,62
2023-08-21,15,64
2023-08-21,16,61
2023-08-21,17,59
2023-08-21,18,61
2023-08-21,19,60
2023-08-21,20,61
2023-08-21,21,60
2023-08-21,22,62
2023-08-21,23,63
2023-08-22,0,60
2023-08-22,1,58
2023-08-22,2,62
2023-08-22,3,68
2023-08-22,4,71
2023-08-22,5,68
2023-08-22,6,66
2023-08-22,7,62
2023-08-22,8,55
2023-08-22,9,47
2023-08-22,10,47
2023-08-22,11,44
2023-08-22,12,43
2023-08-22,13,45
2023-08-22,14,48
2023-08-22,15,49
2023-08-22,16,51
2023-08-22,17,59
2023-08-22,18,66
2023-08-22,19,65
2023-08-22,20,67
2023-08-22,21,69
2023-08-22,22,65
2023-08-22,23,69
2023-08-23,0,73
2023-08-23,1,70
2023-08-23,2,73
2023-08-23,3,78
2023-08-23,4,77
2023-08-23,5,76
2023-08-23,6,78
2023-08-23,7,85
2023-08-23,8,78
2023-08-23,9,78
2023-08-23,10,77
2023-08-23,11,78
2023-08-23,12,66
2023-08-23,13,68
2023-08-23,14,69
2023-08-23,15,67
2023-08-23,16,62
2023-08-23,17,62
2023-08-23,18,66
2023-08-23,19,64
2023-08-23,20,67
2023-08-23,21,59
2023-08-23,22,60
2023-08-23,23,54
2023-08-24,0,57
2023-08-24,1,57
2023-08-24,2,58
2023-08-24,3,52
2023-08-24,4,51
2023-08-24,5,56
2023-08-24,6,58
2023-08-24,7,58
2023-08-24,8,61
2023-08-24,9,64
2023-08-24,10,61
2023-08-24,11,55
2023-08-24,12,60
2023-08-24,13,55
2023-08-24,14,55
2023-08-24,15,62
2023-08-24,16,59
2023-08-24,17,57
2023-08-24,18,52
2023-08-24,19,52
2023-08-24,20,55
2023-08-24,21,55
2023-08-24,22,51
2023-08-24,23,52
2023-08-25,0,53
2023-08-25,1,53
2023-08-25,2,57
2023-08-25,3,59
2023-08-25,4,66
2023-08-25,5,58
2023-08-25,6,58
2023-08-25,7,57
2023-08-25,8,61
2023-08-25,9,58
2023-08-25,10,57
2023-08-25,11,58
2023-08-25,12,65
2023-08-25,13,69
2023-08-25,14,66
2023-08-25,15,74
2023-08-25,16,66
2023-08-25,17,64
2023-08-25,18,61
2023-08-25,19,59
2023-08-25,20,61
2023-08-25,21,60
2023-08-25,22,67
2023-08-25,23,68
2023-08-26,0,71
2023-08-26,1,67
2023-08-26,2,63
2023-08-26,3,60
2023-08-26,4,63
2023-08-26,5,58
2023-08-26,6,61
2023-08-26,7,65
2023-08-26,8,60
2023-08-26,9,57
2023-08-26,10,54
2023-08-26,11,51
2023-08-26,12,49
2023-08-26,13,48
2023-08-26,14,40
2023-08-26,15,35
2023-08-26,16,36
2023-08-26,17,43
2023-08-26,18,44
2023-08-26,19,47
2023-08-26,20,51
2023-08-26,21,54
2023-08-26,22,57
2023-08-26,23,58
2023-08-27,0,51
2023-08-27,1,51
2023-08-27,2,52
2023-08-27,3,51
2023-08-27,4,51
2023-08-27,5,53
2023-08-27,6,53
2023-08-27,7,57
2023-08-27,8,52
2023-08-27,9,57
2023-08-27,10,62
2023-08-27,11,63
2023-08-27,12,61
2023-08-27,13,59
2023-08-27,14,58
2023-08-27,15,64
2023-08-27,16,66
2023-08-27,17,60
2023-08-27,18,59
2023-08-27,19,59
2023-08-27,20,57
2023-08-27,21,61
2023-08-27,22,61
2023-08-27,23,55
2023-08-28,0,60
2023-08-28,1,62
2023-08-28,2,62
2023-08-28,3,64
2023-08-28,4,63
2023-08-28,5,67
2023-08-28,6,65
2023-08-28,7,67
2023-08-28,8,68
2023-08-28,9,79
2023-08-28,10,67
2023-08-28,11,69
2023-08-28,12,67
2023-08-28,13,70
2023-08-28,14,70
2023-08-28,15,73
2023-08-28,16,69
2023-08-28,17,64
2023-08-28,18,67
2023-08-28,19,70
2023-08-28,20,71
2023-08-28,21,66
2023-08-28,22,66
2023-08-28,23,56
2023-08-29,0,53
2023-08-29,1,50
2023-08-29,2,52
2023-08-29,3,53
2023-08-29,4,53
2023-08-29,5,53
2023-08-29,6,51
2023-08-29,7,51
2023-08-29,8,49
2023-08-29,9,46
2023-08-29,10,48
2023-08-29,11,50
2023-08-29,12,53
2023-08-29,13,55
2023-08-29,14,55
2023-08-29,15,59
2023-08-29,16,57
2023-08-29,17,57
2023-08-29,18,57
2023-08-29,19,55
2023-08-29,20,59
2023-08-29,21,54
2023-08-29,22,63
2023-08-29,23,67
2023-08-30,0,67
2023-08-30,1,65
2023-08-30,2,67
2023-08-30,3,70
2023-08-30,4,67
2023-08-30,5,64
2023-08-30,6,64
2023-08-30,7,70
2023-08-30,8,73
2023-08-30,9,67
2023-08-30,10,62
2023-08-30,11,69
2023-08-30,12,67
2023-08-30,13,69
2023-08-30,14,69
2023-08-30,15,65
2023-08-30,16,67
2023-08-30,17,66
2023-08-30,18,63
2023-08-30,19,69
2023-08-30,20,76
2023-08-30,21,72
2023-08-30,22,69
2023-08-30,23,64
2023-08-31,0,62
2023-08-31,1,59
2023-08-31,2,61
2023-08-31,3,64
2023-08-31,4,59
2023-08-31,5,62
2023-08-31,6,61
2023-08-31,7,62
2023-08-31,8,64
2023-08-31,9,57
2023-08-31,10,55
2023-08-31,11,59
2023-08-31,12,58
2023-08-31,13,53
2023-08-31,14,49
2023-08-31,15,45
2023-08-31,16,54
2023-08-31,17,57
2023-08-31,18,59
2023-08-31,19,60
2023-08-31,20,58
2023-08-31,21,67
2023-08-31,22,63
2023-08-31,23,63
2023-09-01,0,65
2023-09-01,1,60
2023-09-01,2,65
2023-09-01,3,65
2023-09-01,4,71
2023-09-01,5,63
2023-09-01,6,57
2023-09-01,7,49
2023-09-01,8,47
2023-09-01,9,51
2023-09-01,10,55
2023-09-01,11,58
2023-09-01,12,60
2023-09-01,13,61
2023-09-01,14,61
2023-09-01,15,55
2023-09-01,16,55
2023-09-01,17,61
2023-09-01,18,59
2023-09-01,19,55
2023-09-01,20,54
2023-09-01,21,51
2023-09-01,22,60
2023-09-01,23,62
2023-09-02,0,61
2023-09-02,1,69
2023-09-02,2,72
2023-09-02,3,69
2023-09-02,4,69
2023-09-02,5,67
2023-09-02,6,73
2023-09-02,7,72
2023-09-02,8,73
2023-09-02,9,72
2023-09-02,10,71
2023-09-02,11,66
2023-09-02,12,61
2023-09-02,13,64
2023-09-02,14,62
2023-09-02,15,68
2023-09-02,16,69
2023-09-02,17,65
2023-09-02,18,62
2023-09-02,19,63
2023-09-02,20,66
2023-09-02,21,75
2023-09-02,22,77
2023-09-02,23,74
2023-09-03,0,71
2023-09-03,1,74
2023-09-03,2,69
2023-09-03,3,64
2023-09-03,4,63
2023-09-03,5,58
2023-09-03,6,60
2023-09-03,7,65
2023-09-03,8,57
2023-09-03,9,61
2023-09-03,10,66
2023-09-03,11,65
2023-09-03,12,61
2023-09-03,13,62
2023-09-03,14,57
2023-09-03,15,65
2023-09-03,16,67
2023-09-03,17,68
2023-09-03,18,64
2023-09-03,19,63
2023-09-03,20,70
2023-09-03,21,69
2023-09-03,22,59
2023-09-03,23,63
2023-09-04,0,56
2023-09-04,1,51
2023-09-04,2,59
2023-09-04,3,62
2023-09-04,4,62
2023-09-04,5,62
2023-09-04,6,60
2023-09-04,7,66
2023-09-04,8,69
2023-09-04,9,74
2023-09-04,10,73
2023-09-04,11,70
2023-09-04,12,75
2023-09-04,13,75
2023-09-04,14,75
2023-09-04,15,76
2023-09-04,16,72
2023-09-04,17,73
2023-09-04,18,74
2023-09-04,19,74
2023-09-04,20,67
2023-09-04,21,66
2023-09-04,22,68
2023-09-04,23,76
2023-09-05,0,75
2023-09-05,1,59
2023-09-05,2,55
2023-09-05,3,58
2023-09-05,4,64
2023-09-05,5,65
2023-09-05,6,70
2023-09-05,7,74
2023-09-05,8,65
2023-09-05,9,66
2023-09-05,10,61
2023-09-05,11,65
2023-09-05,12,59
2023-09-05,13,63
2023-09-05,14,62
2023-09-05,15,64
2023-09-05,16,66
2023-09-05,17,65
2023-09-05,18,68
2023-09-05,19,71
2023-09-05,20,64
2023-09-05,21,62
2023-09-05,22,59
2023-09-05,23,63
2023-09-06,0,63
2023-09-06,1,59
2023-09-06,2,62
2023-09-06,3,60
2023-09-06,4,61
2023-09-06,5,56
2023-09-06,6,54
2023-09-06,7,55
2023-09-06,8,61
2023-09-06,9,66
2023-09-06,10,66
2023-09-06,11,76
2023-09-06,12,75
2023-09-06,13,75
2023-09-06,14,76
2023-09-06,15,78
2023-09-06,16,73
2023-09-06,17,77
2023-09-06,18,78
2023-09-06,19,75
2023-09-06,20,75
2023-09-06,21,70
2023-09-06,22,69
2023-09-06,23,65
2023-09-07,0,67
2023-09-07,1,66
2023-09-07,2,64
2023-09-07,3,60
2023-09-07,4,57
2023-09-07,5,63
2023-09-07,6,56
2023-09-07,7,59
2023-09-07,8,61
2023-09-07,9,53
2023-09-07,10,60
2023-09-07,11,62
2023-09-07,12,68
2023-09-07,13,68
2023-09-07,14,73
2023-09-07,15,74
2023-09-07,16,70
2023-09-07,17,70
2023-09-07,18,72
2023-09-07,19,66
2023-09-07,20,70
2023-09-07,21,73
2023-09-07,22,72
2023-09-07,23,65
2023-09-08,0,70
2023-09-08,1,65
2023-09-08,2,68
2023-09-08,3,72
2023-09-08,4,71
2023-09-08,5,67
2023-09-08,6,60
2023-09-08,7,61
2023-09-08,8,62
2023-09-08,9,56
2023-09-08,10,59
2023-09-08,11,59
2023-09-08,12,56
2023-09-08,13,57
2023-09-08,14,57
2023-09-08,15,57
2023-09-08,16,53
2023-09-08,17,51
2023-09-08,18,52
2023-09-08,19,50
2023-09-08,20,50
2023-09-08,21,51
2023-09-08,22,50
2023-09-08,23,52
2023-09-09,0,51
2023-09-09,1,53
2023-09-09,2,50
2023-09-09,3,56
2023-09-09,4,57
2023-09-09,5,58
2023-09-09,6,64
2023-09-09,7,62
2023-09-09,8,65
2023-09-09,9,60
2023-09-09,10,61
2023-09-09,11,59
2023-09-09,12,56
2023-09-09,13,58
2023-09-09,14,57
2023-09-09,15,59
2023-09-09,16,61
2023-09-09,17,58
2023-09-09,18,59
2023-09-09,19,57
2023-09-09,20,51
2023-09-09,21,51
2023-09-09,22,48
2023-09-09,23,50
2023-09-10,0,48
2023-09-10,1,48
2023-09-10,2,49
2023-09-10,3,48
2023-09-10,4,52
2023-09-10,5,56
2023-09-10,6,55
2023-09-10,7,61
2023-09-10,8,56
2023-09-10,9,63
2023-09-10,10,71
2023-09-10,11,67
2023-09-10,12,74
2023-09-10,13,76
2023-09-10,14,70
2023-09-10,15,63
2023-09-10,16,64
2023-09-10,17,63
2023-09-10,18,59
2023-09-10,19,59
2023-09-10,20,54
2023-09-10,21,56
2023-09-10,22,59
2023-09-10,23,54
2023-09-11,0,53
2023-09-11,1,56
2023-09-11,2,58
2023-09-11,3,57
2023-09-11,4,59
2023-09-11,5,58
2023-09-11,6,57
2023-09-11,7,63
2023-09-11,8,66
2023-09-11,9,68
2023-09-11,10,77
2023-09-11,11,79
2023-09-11,12,81
2023-09-11,13,79
2023-09-11,14,77
2023-09-11,15,78
2023-09-11,16,72
2023-09-11,17,71
2023-09-11,18,70
2023-09-11,19,73
2023-09-11,20,73
2023-09-11,21,78
2023-09-11,22,74
2023-09-11,23,70
2023-09-12,0,64
2023-09-12,1,60
2023-09-12,2,65
2023-09-12,3,69
2023-09-12,4,75
2023-09-12,5,75
2023-09-12,6,63
2023-09-12,7,60
2023-09-12,8,59
2023-09-12,9,59
2023-09-12,10,59
2023-09-12,11,62
2023-09-12,12,56
2023-09-12,13,59
2023-09-12,14,60
2023-09-12,15,62
2023-09-12,16,64
2023-09-12,17,63
2023-09-12,18,61
2023-09-12,19,58
2023-09-12,20,59
2023-09-12,21,66
2023-09-12,22,67
2023-09-12,23,61
2023-09-13,0,60
2023-09-13,1,57
2023-09-13,2,58
2023-09-13,3,58
2023-09-13,4,65
2023-09-13,5,60
2023-09-13,6,58
2023-09-13,7,58
2023-09-13,8,62
2023-09-13,9,66
2023-09-13,10,65
2023-09-13,11,61
2023-09-13,12,61
2023-09-13,13,60
2023-09-13,14,60
2023-09-13,15,63
2023-09-13,16,60
2023-09-13,17,67
2023-09-13,18,72
2023-09-13,19,68
2023-09-13,20,76
2023-09-13,21,69
2023-09-13,22,66
2023-09-13,23,66
2023-09-14,0,60
2023-09-14,1,58
2023-09-14,2,60
2023-09-14,3,58
2023-09-14,4,66
2023-09-14,5,64
2023-09-14,6,63
2023-09-14,7,65
2023-09-14,8,67
2023-09-14,9,62
2023-09-14,10,61
2023-09-14,11,65
2023-09-14,12,63
2023-09-14,13,60
2023-09-14,14,57
2023-09-14,15,55
2023-09-14,16,62
2023-09-14,17,65
2023-09-14,18,71
2023-09-14,19,68
2023-09-14,20,65
2023-09-14,21,67
2023-09-14,22,68
2023-09-14,23,68
2023-09-15,0,75
2023-09-15,1,67
2023-09-15,2,67
2023-09-15,3,66
2023-09-15,4,61
2023-09-15,5,65
2023-09-15,6,69
2023-09-15,7,67
2023-09-15,8,66
2023-09-15,9,72
2023-09-15,10,77
2023-09-15,11,70
2023-09-15,12,65
2023-09-15,13,67
2023-09-15,14,73
2023-09-15,15,72
2023-09-15,16,72
2023-09-15,17,66
2023-09-15,18,67
2023-09-15,19,59
2023-09-15,20,60
2023-09-15,21,57
2023-09-15,22,62
2023-09-15,23,66
2023-09-16,0,67
2023-09-16,1,63
2023-09-16,2,50
2023-09-16,3,36
2023-09-16,4,28
2023-09-16,5,21
2023-09-16,6,15
2023-09-16,7,11
2023-09-16,8,9
2023-09-16,9,6
2023-09-16,10,3
2024-08-15,1,11
2024-08-15,2,19
2024-08-15,3,29
2024-08-15,4,38
2024-08-15,5,41
2024-08-15,6,47
2024-08-15,7,57
2024-08-15,8,57
2024-08-15,9,58
2024-08-15,10,52
2024-08-15,11,53
2024-08-15,12,57
2024-08-15,13,60
2024-08-15,14,62
2024-08-15,15,60
2024-08-15,16,60
2024-08-15,17,60
2024-08-15,18,64
2024-08-15,19,61
2024-08-15,20,62
2024-08-15,21,56
2024-08-15,22,59
2024-08-15,23,62
2024-08-16,0,66
2024-08-16,1,60
2024-08-16,2,58
2024-08-16,3,57
2024-08-16,4,60
2024-08-16,5,70
2024-08-16,6,66
2024-08-16,7,65
2024-08-16,8,67
2024-08-16,9,60
2024-08-16,10,64
2024-08-16,11,60
2024-08-16,12,59
2024-08-16,13,55
2024-08-16,14,51
2024-08-16,15,54
2024-08-16,16,58
2024-08-16,17,55
2024-08-16,18,65
2024-08-16,19,58
2024-08-16,20,61
2024-08-16,21,56
2024-08-16,22,54
2024-08-16,23,53
2024-08-17,0,58
2024-08-17,1,67
2024-08-17,2,72
2024-08-17,3,73
2024-08-17,4,60
2024-08-17,5,56
2024-08-17,6,60
2024-08-17,7,60
2024-08-17,8,60
2024-08-17,9,57
2024-08-17,10,59
2024-08-17,11,66
2024-08-17,12,60
2024-08-17,13,57
2024-08-17,14,60
2024-08-17,15,50
2024-08-17,16,46
2024-08-17,17,56
2024-08-17,18,54
2024-08-17,19,59
2024-08-17,20,57
2024-08-17,21,62
2024-08-17,22,62
2024-08-17,23,58
2024-08-18,0,53
2024-08-18,1,59
2024-08-18,2,60
2024-08-18,3,63
2024-08-18,4,59
2024-08-18,5,68
2024-08-18,6,65
2024-08-18,7,57
2024-08-18,8,60
2024-08-18,9,56
2024-08-18,10,52
2024-08-18,11,50
2024-08-18,12,51
2024-08-18,13,53
2024-08-18,14,56
2024-08-18,15,60
2024-08-18,16,57
2024-08-18,17,55
2024-08-18,18,55
2024-08-18,19,46
2024-08-18,20,55
2024-08-18,21,55
2024-08-18,22,45
2024-08-18,23,54
2024-08-19,0,54
2024-08-19,1,57
2024-08-19,2,60
2024-08-19,3,64
2024-08-19,4,63
2024-08-19,5,55
2024-08-19,6,54
2024-08-19,7,62
2024-08-19,8,55
2024-08-19,9,55
2024-08-19,10,55
2024-08-19,11,57
2024-08-19,12,59
2024-08-19,13,62
2024-08-19,14,65
2024-08-19,15,66
2024-08-19,16,72
2024-08-19,17,68
2024-08-19,18,66
2024-08-19,19,67
2024-08-19,20,66
2024-08-19,21,67
2024-08-19,22,71
2024-08-19,23,65
2024-08-20,0,71
2024-08-20,1,69
2024-08-20,2,62
2024-08-20,3,70
2024-08-20,4,69
2024-08-20,5,71
2024-08-20,6,66
2024-08-20,7,64
2024-08-20,8,67
2024-08-20,9,66
2024-08-20,10,59
2024-08-20,11,53
2024-08-20,12,55
2024-08-20,13,61
2024-08-20,14,61
2024-08-20,15,66
2024-08-20,16,66
2024-08-20,17,60
2024-08-20,18,58
2024-08-20,19,59
2024-08-20,20,61
2024-08-20,21,58
2024-08-20,22,57
2024-08-20,23,52
2024-08-21,0,52
2024-08-21,1,55
2024-08-21,2,55
2024-08-21,3,61
2024-08-21,4,57
2024-08-21,5,51
2024-08-21,6,49
2024-08-21,7,47
2024-08-21,8,50
2024-08-21,9,56
2024-08-21,10,59
2024-08-21,11,52
2024-08-21,12,50
2024-08-21,13,55
2024-08-21,14,63
2024-08-21,15,60
2024-08-21,16,59
2024-08-21,17,53
2024-08-21,18,56
2024-08-21,19,55
2024-08-21,20,58
2024-08-21,21,59
2024-08-21,22,60
2024-08-21,23,63
2024-08-22,0,56
2024-08-22,1,57
2024-08-22,2,64
2024-08-22,3,67
2024-08-22,4,65
2024-08-22,5,68
2024-08-22,6,68
2024-08-22,7,66
2024-08-22,8,73
2024-08-22,9,72
2024-08-22,10,73
2024-08-22,11,76
2024-08-22,12,78
2024-08-22,13,69
2024-08-22,14,69
2024-08-22,15,68
2024-08-22,16,64
2024-08-22,17,61
2024-08-22,18,58
2024-08-22,19,52
2024-08-22,20,55
2024-08-22,21,54
2024-08-22,22,52
2024-08-22,23,52
2024-08-23,0,53
2024-08-23,1,46
2024-08-23,2,53
2024-08-23,3,52
2024-08-23,4,49
2024-08-23,5,47
2024-08-23,6,49
2024-08-23,7,48
2024-08-23,8,54
2024-08-23,9,54
2024-08-23,10,55
2024-08-23,11,60
2024-08-23,12,55
2024-08-23,13,57
2024-08-23,14,63
2024-08-23,15,63
2024-08-23,16,68
